ACCx,ACCy,ACCz,GYROx,GYROy,GYROz,Magx,Magy,Magz,时间[yyyy-mm-dd|hh:mm:ss.ss]
加速度分辨率: 16384LBS/g,陀螺仪分辨率: 32.8LBS/dps
0,0,0,19,0,0,166,209,129,2016/8/6|23:03:12.41
0,0,0,19,0,1,171,209,132,2016/8/6|23:03:12.55
0,0,0,19,0,3,169,312,136,2016/8/6|23:03:12.72
0,0,0,19,0,4,172,312,141,2016/8/6|23:03:12.105
0,0,0,20,0,5,178,209,145,2016/8/6|23:03:12.106
0,0,0,20,0,6,187,209,148,2016/8/6|23:03:12.119
0,0,0,20,0,7,202,104,149,2016/8/6|23:03:12.140
0,0,0,20,0,8,211,104,149,2016/8/6|23:03:12.140
0,0,0,20,0,8,223,521,156,2016/8/6|23:03:12.162
0,0,0,20,0,8,241,521,165,2016/8/6|23:03:12.202
0,0,0,20,0,9,244,0,168,2016/8/6|23:03:12.202
0,0,0,20,0,9,238,0,166,2016/8/6|23:03:12.217
0,0,0,20,0,10,238,312,169,2016/8/6|23:03:12.226
0,0,0,20,0,10,242,312,174,2016/8/6|23:03:12.234
0,0,0,20,0,11,241,104,176,2016/8/6|23:03:12.259
0,0,0,20,0,11,236,104,176,2016/8/6|23:03:12.260
0,0,0,20,0,11,232,104,176,2016/8/6|23:03:12.279
0,0,0,20,0,11,227,104,177,2016/8/6|23:03:12.289
0,0,0,20,0,12,220,0,175,2016/8/6|23:03:12.329
0,0,0,20,0,12,209,0,173,2016/8/6|23:03:12.329
0,0,0,20,0,12,199,104,173,2016/8/6|23:03:12.342
0,0,0,20,0,12,190,104,173,2016/8/6|23:03:12.352
0,0,0,20,0,11,178,0,171,2016/8/6|23:03:12.364
0,0,0,20,0,11,166,0,169,2016/8/6|23:03:12.384
0,0,0,20,0,11,157,0,167,2016/8/6|23:03:12.414
0,0,0,20,0,10,147,0,164,2016/8/6|23:03:12.414
0,0,0,19,0,9,130,-103,160,2016/8/6|23:03:12.426
0,0,0,19,0,9,114,-103,155,2016/8/6|23:03:12.436
0,0,0,19,0,8,107,104,153,2016/8/6|23:03:12.452
0,0,0,19,0,7,104,104,153,2016/8/6|23:03:12.469
0,0,0,19,0,4,104,104,152,2016/8/6|23:03:12.481
0,0,0,19,0,3,98,104,152,2016/8/6|23:03:12.514
0,0,0,18,0,1,68,-312,145,2016/8/6|23:03:12.516
0,0,0,18,0,1,40,-312,136,2016/8/6|23:03:12.527
0,0,0,18,0,0,38,104,132,2016/8/6|23:03:12.549
0,0,0,17,0,0,38,104,131,2016/8/6|23:03:12.566
0,0,0,17,0,0,26,0,129,2016/8/6|23:03:12.588
0,0,0,17,0,0,16,0,126,2016/8/6|23:03:12.616
0,0,0,17,0,0,14,104,125,2016/8/6|23:03:12.616
0,0,0,17,0,0,14,104,124,2016/8/6|23:03:12.634
0,0,0,17,0,0,11,0,122,2016/8/6|23:03:12.646
0,0,0,16,0,0,8,0,119,2016/8/6|23:03:12.655
0,0,0,16,0,0,8,0,115,2016/8/6|23:03:12.679
0,0,0,16,0,0,7,0,112,2016/8/6|23:03:12.693
0,0,0,16,0,0,11,312,114,2016/8/6|23:03:12.724
0,0,0,16,0,0,22,312,118,2016/8/6|23:03:12.724
0,0,0,16,0,0,29,104,119,2016/8/6|23:03:12.733
0,0,0,16,0,0,34,104,118,2016/8/6|23:03:12.739
0,0,0,16,0,0,38,104,118,2016/8/6|23:03:12.756
0,0,0,16,0,0,44,104,117,2016/8/6|23:03:12.774
0,0,0,16,0,0,53,104,116,2016/8/6|23:03:12.784
0,0,0,16,0,0,59,104,116,2016/8/6|23:03:12.822
0,0,0,16,0,0,53,-103,112,2016/8/6|23:03:12.822
0,0,0,16,0,0,44,-103,107,2016/8/6|23:03:12.833
0,0,0,15,0,0,38,0,103,2016/8/6|23:03:12.844
0,0,0,15,0,0,40,0,100,2016/8/6|23:03:12.861
0,0,0,15,0,0,56,104,99,2016/8/6|23:03:12.887
0,0,0,15,0,0,68,104,98,2016/8/6|23:03:12.888
0,0,0,15,0,0,68,104,97,2016/8/6|23:03:12.906
0,0,0,15,0,0,69,104,97,2016/8/6|23:03:12.917
0,0,0,15,0,-1,68,-103,93,2016/8/6|23:03:12.933
0,0,0,15,0,-2,62,-103,88,2016/8/6|23:03:12.946
0,0,0,14,0,-3,65,312,89,2016/8/6|23:03:12.964
0,0,0,14,0,-4,75,312,93,2016/8/6|23:03:12.976
0,0,0,14,0,-5,77,-103,91,2016/8/6|23:03:12.992
0,0,0,14,0,-5,73,-103,86,2016/8/6|23:03:13.16
0,0,0,14,0,-5,71,0,82,2016/8/6|23:03:13.39
0,0,0,14,0,-5,67,0,79,2016/8/6|23:03:13.39
0,0,0,14,0,-5,53,0,76,2016/8/6|23:03:13.66
0,0,0,14,0,-6,43,0,74,2016/8/6|23:03:13.81
0,0,0,13,0,-6,35,-103,69,2016/8/6|23:03:13.96
0,0,0,13,0,-7,27,-103,64,2016/8/6|23:03:13.116
0,0,0,13,0,-7,21,0,60,2016/8/6|23:03:13.130
0,0,0,13,0,-8,16,0,57,2016/8/6|23:03:13.145
0,0,0,13,0,-8,9,-103,53,2016/8/6|23:03:13.157
0,0,0,12,0,-9,3,-103,48,2016/8/6|23:03:13.176
0,0,0,12,0,-9,-5,-416,38,2016/8/6|23:03:13.194
0,0,0,11,0,-9,-20,-416,26,2016/8/6|23:03:13.195
0,0,0,11,0,-10,-20,209,23,2016/8/6|23:03:13.213
0,0,0,10,0,-11,-12,209,24,2016/8/6|23:03:13.220
0,0,0,10,0,-12,-14,0,23,2016/8/6|23:03:13.230
0,0,0,10,0,-12,-18,0,20,2016/8/6|23:03:13.254
0,0,0,10,0,-13,-17,209,21,2016/8/6|23:03:13.270
0,0,0,10,0,-13,-9,209,23,2016/8/6|23:03:13.281
0,0,0,10,0,-13,-2,0,22,2016/8/6|23:03:13.294
0,0,0,10,0,-13,-4,0,19,2016/8/6|23:03:13.327
0,0,0,10,0,-13,-17,0,17,2016/8/6|23:03:13.328
0,0,0,10,0,-13,-24,0,14,2016/8/6|23:03:13.344
0,0,0,10,0,-13,-11,312,16,2016/8/6|23:03:13.353
0,0,0,10,0,-13,4,312,21,2016/8/6|23:03:13.381
0,0,0,10,0,-13,6,-103,20,2016/8/6|23:03:13.395
0,0,0,10,0,-13,1,-103,15,2016/8/6|23:03:13.403
0,0,0,9,0,-13,-5,-208,9,2016/8/6|23:03:13.412
0,0,0,9,0,-13,-12,-208,2,2016/8/6|23:03:13.428
0,0,0,9,0,-13,-14,-103,-2,2016/8/6|23:03:13.444
0,0,0,9,0,-13,-15,-103,-7,2016/8/6|23:03:13.480
0,0,0,8,0,-13,-11,209,-7,2016/8/6|23:03:13.480
0,0,0,8,0,-13,-1,209,-4,2016/8/6|23:03:13.495
0,0,0,9,0,-14,15,312,0,2016/8/6|23:03:13.518
0,0,0,9,0,-14,37,312,4,2016/8/6|23:03:13.518
0,0,0,9,0,-13,62,104,7,2016/8/6|23:03:13.550
0,0,0,9,0,-13,76,104,7,2016/8/6|23:03:13.562
0,0,0,8,0,-12,71,104,8,2016/8/6|23:03:13.579
0,0,0,9,0,-12,70,104,8,2016/8/6|23:03:13.598
0,0,0,10,0,-12,71,0,8,2016/8/6|23:03:13.610
0,0,0,10,0,-11,68,0,6,2016/8/6|23:03:13.622
0,0,0,9,0,-10,56,-103,3,2016/8/6|23:03:13.645
0,0,0,9,0,-9,46,-103,0,2016/8/6|23:03:13.650
0,0,0,9,0,-9,47,104,0,2016/8/6|23:03:13.681
0,0,0,9,0,-9,52,104,0,2016/8/6|23:03:13.681
0,0,0,9,0,-9,56,104,1,2016/8/6|23:03:13.681
0,0,0,9,0,-9,56,104,2,2016/8/6|23:03:13.702
0,0,0,9,0,-8,47,104,3,2016/8/6|23:03:13.736
0,0,0,9,0,-8,44,104,4,2016/8/6|23:03:13.737
0,0,0,9,0,-8,44,-208,1,2016/8/6|23:03:13.750
0,0,0,8,0,-7,41,-208,-4,2016/8/6|23:03:13.759
0,0,0,8,0,-7,50,104,-6,2016/8/6|23:03:13.774
0,0,0,8,0,-8,62,104,-5,2016/8/6|23:03:13.791
0,0,0,8,0,-8,68,0,-5,2016/8/6|23:03:13.804
0,0,0,8,0,-8,68,0,-6,2016/8/6|23:03:13.819
0,0,0,8,0,-8,62,104,-6,2016/8/6|23:03:13.833
0,0,0,8,0,-8,56,104,-5,2016/8/6|23:03:13.849
0,0,0,8,0,-8,44,0,-5,2016/8/6|23:03:13.878
0,0,0,8,0,-8,34,0,-6,2016/8/6|23:03:13.878
0,0,0,8,0,-7,32,104,-5,2016/8/6|23:03:13.898
0,0,0,8,0,-7,32,104,-4,2016/8/6|23:03:13.907
0,0,0,8,0,-7,32,104,-2,2016/8/6|23:03:13.935
0,0,0,8,0,-6,34,104,0,2016/8/6|23:03:13.949
0,0,0,8,0,-6,41,209,2,2016/8/6|23:03:13.952
0,0,0,8,0,-5,52,209,6,2016/8/6|23:03:13.969
0,0,0,8,0,-3,59,0,7,2016/8/6|23:03:14.6
0,0,0,8,0,-2,60,0,6,2016/8/6|23:03:14.7
0,0,0,8,0,-1,53,-103,4,2016/8/6|23:03:14.29
0,0,0,8,0,0,44,-103,1,2016/8/6|23:03:14.29
0,0,0,8,0,0,38,0,0,2016/8/6|23:03:14.53
0,0,0,8,0,0,34,0,0,2016/8/6|23:03:14.81
0,0,0,8,0,0,41,417,5,2016/8/6|23:03:14.92
0,0,0,8,0,0,59,417,14,2016/8/6|23:03:14.103
0,0,0,8,0,0,77,104,19,2016/8/6|23:03:14.115
0,0,0,9,0,0,86,104,21,2016/8/6|23:03:14.129
0,0,0,9,0,0,83,0,21,2016/8/6|23:03:14.156
0,0,0,9,0,0,80,0,21,2016/8/6|23:03:14.156
0,0,0,9,0,0,83,104,22,2016/8/6|23:03:14.171
0,0,0,9,0,0,86,104,24,2016/8/6|23:03:14.176
0,0,0,9,0,0,89,209,28,2016/8/6|23:03:14.206
0,0,0,9,0,0,95,209,32,2016/8/6|23:03:14.217
0,0,0,9,0,0,98,0,34,2016/8/6|23:03:14.224
0,0,0,9,0,0,96,0,34,2016/8/6|23:03:14.238
0,0,0,9,0,0,101,312,38,2016/8/6|23:03:14.255
0,0,0,9,0,0,110,312,45,2016/8/6|23:03:14.270
0,0,0,9,0,1,110,0,47,2016/8/6|23:03:14.283
0,0,0,10,0,2,104,0,47,2016/8/6|23:03:14.315
0,0,0,10,0,4,95,0,47,2016/8/6|23:03:14.317
0,0,0,10,0,5,89,0,47,2016/8/6|23:03:14.330
0,0,0,10,0,5,95,209,50,2016/8/6|23:03:14.345
0,0,0,10,0,6,105,209,55,2016/8/6|23:03:14.377
0,0,0,10,0,6,116,104,58,2016/8/6|23:03:14.377
0,0,0,10,0,6,123,104,60,2016/8/6|23:03:14.389
0,0,0,10,0,7,128,104,63,2016/8/6|23:03:14.405
0,0,0,10,0,7,126,104,65,2016/8/6|23:03:14.415
0,0,0,10,0,8,113,104,67,2016/8/6|23:03:14.442
0,0,0,10,0,8,104,104,69,2016/8/6|23:03:14.454
0,0,0,10,0,9,110,312,75,2016/8/6|23:03:14.478
0,0,0,10,0,9,120,312,82,2016/8/6|23:03:14.495
0,0,0,11,0,9,127,104,86,2016/8/6|23:03:14.503
0,0,0,11,0,9,130,104,88,2016/8/6|23:03:14.504
0,0,0,11,0,10,127,0,89,2016/8/6|23:03:14.547
0,0,0,11,0,10,121,0,89,2016/8/6|23:03:14.547
0,0,0,11,0,11,121,312,93,2016/8/6|23:03:14.562
0,0,0,11,0,11,129,312,100,2016/8/6|23:03:14.598
0,0,0,11,0,11,136,104,104,2016/8/6|23:03:14.598
0,0,0,11,0,12,136,104,106,2016/8/6|23:03:14.614
0,0,0,11,0,12,127,104,108,2016/8/6|23:03:14.631
0,0,0,11,0,12,123,104,110,2016/8/6|23:03:14.635
0,0,0,11,0,13,124,0,111,2016/8/6|23:03:14.669
0,0,0,11,0,13,124,0,110,2016/8/6|23:03:14.670
0,0,0,12,0,13,124,0,110,2016/8/6|23:03:14.673
0,0,0,12,0,13,121,0,110,2016/8/6|23:03:14.692
0,0,0,12,0,13,118,209,112,2016/8/6|23:03:14.707
0,0,0,12,0,13,120,209,116,2016/8/6|23:03:14.721
0,0,0,12,0,13,121,104,119,2016/8/6|23:03:14.732
0,0,0,12,0,13,121,104,121,2016/8/6|23:03:14.759
0,0,0,12,0,13,118,0,121,2016/8/6|23:03:14.776
0,0,0,12,0,14,114,0,120,2016/8/6|23:03:14.780
0,0,0,12,0,14,121,417,126,2016/8/6|23:03:14.795
0,0,0,12,0,14,132,417,135,2016/8/6|23:03:14.821
0,0,0,13,0,14,122,-103,136,2016/8/6|23:03:14.824
0,0,0,13,0,14,107,-103,133,2016/8/6|23:03:14.843
0,0,0,13,0,14,107,209,135,2016/8/6|23:03:14.852
0,0,0,13,0,15,113,209,139,2016/8/6|23:03:14.884
0,0,0,14,0,15,122,209,143,2016/8/6|23:03:14.884
0,0,0,14,0,15,126,209,147,2016/8/6|23:03:14.899
0,0,0,14,0,16,122,209,151,2016/8/6|23:03:14.915
0,0,0,14,0,16,120,209,155,2016/8/6|23:03:14.924
0,0,0,15,0,16,131,417,163,2016/8/6|23:03:14.981
0,0,0,16,0,17,144,417,171,2016/8/6|23:03:14.982
0,0,0,16,0,17,149,104,176,2016/8/6|23:03:14.997
0,0,0,16,0,18,150,104,177,2016/8/6|23:03:14.999
0,0,0,15,0,19,161,312,182,2016/8/6|23:03:15.29
0,0,0,15,0,19,174,312,188,2016/8/6|23:03:15.29
0,0,0,14,0,19,187,312,194,2016/8/6|23:03:15.42
0,0,0,14,0,20,198,312,199,2016/8/6|23:03:15.62
0,0,0,14,0,20,202,312,205,2016/8/6|23:03:15.87
0,0,0,14,0,20,208,312,211,2016/8/6|23:03:15.92
0,0,0,14,0,20,211,104,213,2016/8/6|23:03:15.107
0,0,0,14,0,20,212,104,214,2016/8/6|23:03:15.115
0,0,0,13,0,21,223,312,218,2016/8/6|23:03:15.119
0,0,0,13,0,20,230,312,223,2016/8/6|23:03:15.147
0,0,0,13,0,20,223,209,226,2016/8/6|23:03:15.179
0,0,0,13,0,20,221,209,229,2016/8/6|23:03:15.179
0,0,0,13,0,20,235,209,231,2016/8/6|23:03:15.196
0,0,0,12,0,20,244,209,233,2016/8/6|23:03:15.200
0,0,0,11,0,20,247,312,237,2016/8/6|23:03:15.214
0,0,0,11,0,19,251,312,241,2016/8/6|23:03:15.244
0,0,0,12,0,19,252,209,244,2016/8/6|23:03:15.244
0,0,0,13,0,19,252,209,246,2016/8/6|23:03:15.261
0,0,0,16,0,19,249,104,247,2016/8/6|23:03:15.273
0,0,0,18,0,19,242,104,248,2016/8/6|23:03:15.294
0,0,0,19,0,20,232,209,250,2016/8/6|23:03:15.308
0,0,0,19,0,20,227,209,252,2016/8/6|23:03:15.319
0,0,0,17,0,21,229,104,253,2016/8/6|23:03:15.332
0,0,0,17,0,21,226,104,253,2016/8/6|23:03:15.349
0,0,0,16,0,21,220,209,254,2016/8/6|23:03:15.379
0,0,0,16,0,21,215,209,256,2016/8/6|23:03:15.379
0,0,0,17,0,21,205,0,255,2016/8/6|23:03:15.393
0,0,0,17,0,21,192,0,253,2016/8/6|23:03:15.403
0,0,0,17,0,21,178,0,250,2016/8/6|23:03:15.423
0,0,0,16,0,20,168,0,247,2016/8/6|23:03:15.451
0,0,0,16,0,20,163,0,244,2016/8/6|23:03:15.467
0,0,0,16,0,19,156,0,241,2016/8/6|23:03:15.482
0,0,0,16,0,18,146,104,239,2016/8/6|23:03:15.508
0,0,0,16,0,18,138,104,238,2016/8/6|23:03:15.509
0,0,0,15,0,17,137,209,238,2016/8/6|23:03:15.530
0,0,0,15,0,16,137,209,239,2016/8/6|23:03:15.545
0,0,0,15,0,15,125,-208,234,2016/8/6|23:03:15.557
0,0,0,15,0,15,105,-208,226,2016/8/6|23:03:15.573
0,0,0,14,0,14,89,0,221,2016/8/6|23:03:15.588
0,0,0,14,0,12,77,0,217,2016/8/6|23:03:15.614
0,0,0,14,0,10,65,-103,211,2016/8/6|23:03:15.615
0,0,0,13,0,9,53,-103,205,2016/8/6|23:03:15.628
0,0,0,13,0,5,44,-103,198,2016/8/6|23:03:15.637
0,0,0,13,0,4,34,-103,192,2016/8/6|23:03:15.652
0,0,0,12,0,2,27,104,188,2016/8/6|23:03:15.675
0,0,0,12,0,1,24,104,186,2016/8/6|23:03:15.687
0,0,0,12,0,0,24,104,184,2016/8/6|23:03:15.695
0,0,0,12,0,0,22,104,182,2016/8/6|23:03:15.710
0,0,0,12,0,0,15,0,179,2016/8/6|23:03:15.724
0,0,0,12,0,0,9,0,174,2016/8/6|23:03:15.741
0,0,0,11,0,0,12,104,171,2016/8/6|23:03:15.756
0,0,0,11,0,0,16,104,169,2016/8/6|23:03:15.766
0,0,0,11,0,0,21,104,167,2016/8/6|23:03:15.784
0,0,0,11,0,0,25,104,165,2016/8/6|23:03:15.814
0,0,0,11,0,0,32,209,164,2016/8/6|23:03:15.814
0,0,0,11,0,-1,40,209,164,2016/8/6|23:03:15.830
0,0,0,11,0,-3,41,104,163,2016/8/6|23:03:15.844
0,0,0,11,0,-3,40,104,161,2016/8/6|23:03:15.855
0,0,0,10,0,-4,30,-103,156,2016/8/6|23:03:15.874
0,0,0,10,0,-4,22,-103,149,2016/8/6|23:03:15.890
0,0,0,10,0,-5,33,104,145,2016/8/6|23:03:15.917
0,0,0,10,0,-6,43,104,143,2016/8/6|23:03:15.917
0,0,0,9,0,-7,47,104,141,2016/8/6|23:03:15.958
0,0,0,9,0,-7,53,104,139,2016/8/6|23:03:15.958
0,0,0,9,0,-8,71,417,141,2016/8/6|23:03:15.979
0,0,0,9,0,-8,93,417,146,2016/8/6|23:03:15.990
0,0,0,9,0,-8,110,209,148,2016/8/6|23:03:16.7
0,0,0,9,0,-8,120,209,148,2016/8/6|23:03:16.30
0,0,0,9,0,-7,119,0,146,2016/8/6|23:03:16.47
0,0,0,9,0,-7,114,0,142,2016/8/6|23:03:16.58
0,0,0,9,0,-6,113,104,139,2016/8/6|23:03:16.72
0,0,0,9,0,-6,114,104,137,2016/8/6|23:03:16.77
0,0,0,9,0,-7,119,104,135,2016/8/6|23:03:16.97
0,0,0,9,0,-7,122,104,133,2016/8/6|23:03:16.111
0,0,0,9,0,-7,125,209,133,2016/8/6|23:03:16.115
0,0,0,8,0,-7,129,209,133,2016/8/6|23:03:16.132
0,0,0,8,0,-7,134,209,134,2016/8/6|23:03:16.156
0,0,0,8,0,-7,137,209,134,2016/8/6|23:03:16.169
0,0,0,8,0,-7,137,209,135,2016/8/6|23:03:16.173
0,0,0,8,0,-7,138,209,135,2016/8/6|23:03:16.189
0,0,0,8,0,-7,143,209,136,2016/8/6|23:03:16.207
0,0,0,8,0,-6,150,209,137,2016/8/6|23:03:16.220
0,0,0,8,0,-6,163,209,138,2016/8/6|23:03:16.254
0,0,0,8,0,-6,174,209,138,2016/8/6|23:03:16.254
0,0,0,8,0,-5,181,312,141,2016/8/6|23:03:16.273
0,0,0,8,0,-5,190,312,144,2016/8/6|23:03:16.281
0,0,0,8,0,-2,190,0,143,2016/8/6|23:03:16.295
0,0,0,8,0,-2,181,0,139,2016/8/6|23:03:16.306
0,0,0,8,0,-1,166,104,137,2016/8/6|23:03:16.325
0,0,0,8,0,0,156,104,135,2016/8/6|23:03:16.338
0,0,0,8,0,0,149,0,132,2016/8/6|23:03:16.362
0,0,0,8,0,0,143,0,128,2016/8/6|23:03:16.376
0,0,0,8,0,-2,149,209,128,2016/8/6|23:03:16.399
0,0,0,8,0,-3,156,209,129,2016/8/6|23:03:16.407
0,0,0,7,0,-4,157,104,128,2016/8/6|23:03:16.428
0,0,0,7,0,-4,157,104,127,2016/8/6|23:03:16.455
0,0,0,7,0,-5,157,104,125,2016/8/6|23:03:16.456
0,0,0,7,0,-5,156,104,124,2016/8/6|23:03:16.473
0,0,0,7,0,-5,146,-103,120,2016/8/6|23:03:16.482
0,0,0,7,0,-5,132,-103,114,2016/8/6|23:03:16.515
0,0,0,7,0,-6,125,104,111,2016/8/6|23:03:16.536
0,0,0,7,0,-6,120,104,109,2016/8/6|23:03:16.536
0,0,0,7,0,-7,113,0,106,2016/8/6|23:03:16.544
0,0,0,6,0,-7,104,0,103,2016/8/6|23:03:16.558
0,0,0,6,0,-8,98,104,100,2016/8/6|23:03:16.580
0,0,0,6,0,-8,93,104,99,2016/8/6|23:03:16.582
0,0,0,6,0,-8,89,104,98,2016/8/6|23:03:16.603
0,0,0,6,0,-9,83,104,96,2016/8/6|23:03:16.611
0,0,0,6,0,-9,80,312,98,2016/8/6|23:03:16.625
0,0,0,6,0,-9,84,312,102,2016/8/6|23:03:16.642
0,0,0,6,0,-9,86,-103,99,2016/8/6|23:03:16.672
0,0,0,6,0,-9,80,-103,93,2016/8/6|23:03:16.672
0,0,0,5,0,-8,74,0,89,2016/8/6|23:03:16.688
0,0,0,5,0,-8,71,0,85,2016/8/6|23:03:16.700
0,0,0,5,0,-9,74,104,83,2016/8/6|23:03:16.713
0,0,0,5,0,-9,76,104,82,2016/8/6|23:03:16.734
0,0,0,5,0,-9,74,209,83,2016/8/6|23:03:16.748
0,0,0,5,0,-9,76,209,84,2016/8/6|23:03:16.756
0,0,0,6,0,-9,77,104,84,2016/8/6|23:03:16.772
0,0,0,6,0,-9,77,104,83,2016/8/6|23:03:16.788
0,0,0,7,0,-8,77,104,83,2016/8/6|23:03:16.803
0,0,0,7,0,-8,80,104,82,2016/8/6|23:03:16.830
0,0,0,8,0,-7,89,104,82,2016/8/6|23:03:16.832
0,0,0,8,0,-7,95,104,82,2016/8/6|23:03:16.847
0,0,0,10,0,-4,92,0,80,2016/8/6|23:03:16.885
0,0,0,10,0,-3,89,0,78,2016/8/6|23:03:16.886
0,0,0,12,0,-1,95,209,79,2016/8/6|23:03:16.914
0,0,0,13,0,-1,102,209,82,2016/8/6|23:03:16.929
0,0,0,15,0,0,101,0,82,2016/8/6|23:03:16.934
0,0,0,16,0,0,96,0,81,2016/8/6|23:03:16.963
0,0,0,17,0,0,95,104,82,2016/8/6|23:03:16.991
0,0,0,18,0,0,92,104,83,2016/8/6|23:03:16.991
0,0,0,21,0,2,83,104,85,2016/8/6|23:03:16.993
0,0,0,22,0,3,80,104,87,2016/8/6|23:03:17.14
0,0,0,23,0,5,92,209,90,2016/8/6|23:03:17.28
0,0,0,24,0,6,104,209,95,2016/8/6|23:03:17.35
0,0,0,26,0,7,113,209,100,2016/8/6|23:03:17.46
0,0,0,28,0,8,120,209,105,2016/8/6|23:03:17.60
0,0,0,30,0,10,119,0,107,2016/8/6|23:03:17.78
0,0,0,30,0,11,113,0,108,2016/8/6|23:03:17.94
0,0,0,32,0,13,101,-103,108,2016/8/6|23:03:17.106
0,0,0,33,0,14,89,-103,106,2016/8/6|23:03:17.120
0,0,0,34,0,16,83,0,107,2016/8/6|23:03:17.134
0,0,0,34,0,17,79,0,108,2016/8/6|23:03:17.158
0,0,0,35,0,19,77,104,111,2016/8/6|23:03:17.176
0,0,0,36,0,19,77,104,114,2016/8/6|23:03:17.181
0,0,0,37,0,21,83,312,121,2016/8/6|23:03:17.196
0,0,0,38,0,21,93,312,130,2016/8/6|23:03:17.215
0,0,0,39,0,23,104,209,137,2016/8/6|23:03:17.229
0,0,0,40,0,23,110,209,143,2016/8/6|23:03:17.239
0,0,0,41,0,25,107,104,148,2016/8/6|23:03:17.251
0,0,0,41,0,26,105,104,152,2016/8/6|23:03:17.275
0,0,0,41,0,27,110,104,156,2016/8/6|23:03:17.289
0,0,0,41,0,28,113,104,160,2016/8/6|23:03:17.296
0,0,0,41,0,29,122,417,168,2016/8/6|23:03:17.318
0,0,0,42,0,30,135,417,179,2016/8/6|23:03:17.326
0,0,0,42,0,31,149,417,190,2016/8/6|23:03:17.370
0,0,0,42,0,31,160,417,200,2016/8/6|23:03:17.371
0,0,0,42,0,33,160,104,206,2016/8/6|23:03:17.387
0,0,0,42,0,33,156,104,209,2016/8/6|23:03:17.387
0,0,0,41,0,34,154,209,214,2016/8/6|23:03:17.415
0,0,0,41,0,34,157,209,219,2016/8/6|23:03:17.432
0,0,0,41,0,35,172,417,228,2016/8/6|23:03:17.447
0,0,0,41,0,35,192,417,237,2016/8/6|23:03:17.461
0,0,0,41,0,35,202,0,241,2016/8/6|23:03:17.475
0,0,0,40,0,35,205,0,241,2016/8/6|23:03:17.494
0,0,0,40,0,35,217,417,247,2016/8/6|23:03:17.508
0,0,0,40,0,35,233,417,255,2016/8/6|23:03:17.512
0,0,0,40,0,35,250,521,266,2016/8/6|23:03:17.526
0,0,0,41,0,35,265,521,277,2016/8/6|23:03:17.544
0,0,0,42,0,35,265,209,284,2016/8/6|23:03:17.553
0,0,0,42,0,36,262,209,288,2016/8/6|23:03:17.574
0,0,0,43,0,37,265,312,294,2016/8/6|23:03:17.594
0,0,0,44,0,37,270,312,301,2016/8/6|23:03:17.608
0,0,0,45,0,38,285,521,310,2016/8/6|23:03:17.612
0,0,0,46,0,38,303,521,322,2016/8/6|23:03:17.632
0,0,0,47,0,39,312,209,328,2016/8/6|23:03:17.648
0,0,0,47,0,40,312,209,333,2016/8/6|23:03:17.659
0,0,0,47,0,41,306,312,338,2016/8/6|23:03:17.674
0,0,0,47,0,42,302,312,345,2016/8/6|23:03:17.698
0,0,0,47,0,43,297,312,351,2016/8/6|23:03:17.711
0,0,0,47,0,43,297,312,357,2016/8/6|23:03:17.718
0,0,0,47,0,44,309,417,364,2016/8/6|23:03:17.732
0,0,0,47,0,44,321,417,372,2016/8/6|23:03:17.752
0,0,0,47,0,44,330,417,380,2016/8/6|23:03:17.764
0,0,0,47,0,45,336,417,388,2016/8/6|23:03:17.799
0,0,0,46,0,45,336,417,395,2016/8/6|23:03:17.800
0,0,0,46,0,45,342,417,402,2016/8/6|23:03:17.815
0,0,0,45,0,45,366,625,412,2016/8/6|23:03:17.831
0,0,0,45,0,45,387,625,424,2016/8/6|23:03:17.834
0,0,0,45,0,45,389,417,432,2016/8/6|23:03:17.863
0,0,0,45,0,45,388,417,438,2016/8/6|23:03:17.865
0,0,0,44,0,44,378,209,441,2016/8/6|23:03:17.904
0,0,0,44,0,44,369,209,442,2016/8/6|23:03:17.915
0,0,0,43,0,44,381,625,449,2016/8/6|23:03:17.924
0,0,0,43,0,44,397,625,459,2016/8/6|23:03:17.935
0,0,0,43,0,43,401,312,465,2016/8/6|23:03:17.967
0,0,0,43,0,43,398,312,467,2016/8/6|23:03:17.967
0,0,0,42,0,42,395,521,473,2016/8/6|23:03:17.993
0,0,0,42,0,42,400,521,480,2016/8/6|23:03:17.999
0,0,0,42,0,42,413,521,487,2016/8/6|23:03:18.7
0,0,0,42,0,41,425,521,494,2016/8/6|23:03:18.28
0,0,0,42,0,41,431,417,499,2016/8/6|23:03:18.39
0,0,0,42,0,41,436,417,503,2016/8/6|23:03:18.49
0,0,0,41,0,40,449,730,511,2016/8/6|23:03:18.78
0,0,0,41,0,40,466,730,522,2016/8/6|23:03:18.81
0,0,0,41,0,40,473,521,529,2016/8/6|23:03:18.98
0,0,0,41,0,40,477,521,535,2016/8/6|23:03:18.112
0,0,0,40,0,39,482,521,540,2016/8/6|23:03:18.128
0,0,0,40,0,39,486,521,546,2016/8/6|23:03:18.138
0,0,0,39,0,39,497,730,554,2016/8/6|23:03:18.155
0,0,0,38,0,39,507,730,563,2016/8/6|23:03:18.184
0,0,0,37,0,38,512,730,572,2016/8/6|23:03:18.185
0,0,0,36,0,38,519,730,581,2016/8/6|23:03:18.196
0,0,0,34,0,37,530,625,588,2016/8/6|23:03:18.213
0,0,0,33,0,37,541,625,593,2016/8/6|23:03:18.242
