ACCx,ACCy,ACCz,GYROx,GYROy,GYROz,Magx,Magy,Magz,时间[yyyy-mm-dd|hh:mm:ss.ss]
加速度分辨率: 16384LBS/g,陀螺仪分辨率: 32.8LBS/dps
0,0,0,31,0,32,-607,-521,-522,2016/8/6|23:18:23.387
0,0,0,31,0,32,-600,-521,-517,2016/8/6|23:18:23.388
0,0,0,31,0,32,-592,-417,-511,2016/8/6|23:18:23.407
0,0,0,31,0,32,-582,-417,-504,2016/8/6|23:18:23.414
0,0,0,31,0,33,-568,-417,-497,2016/8/6|23:18:23.446
0,0,0,31,0,33,-553,-417,-490,2016/8/6|23:18:23.446
0,0,0,31,0,33,-539,-521,-484,2016/8/6|23:18:23.463
0,0,0,31,0,33,-527,-521,-480,2016/8/6|23:18:23.472
0,0,0,31,0,34,-515,-417,-474,2016/8/6|23:18:23.488
0,0,0,31,0,34,-503,-417,-468,2016/8/6|23:18:23.507
0,0,0,31,0,34,-500,-625,-464,2016/8/6|23:18:23.515
0,0,0,31,0,34,-504,-625,-463,2016/8/6|23:18:23.541
0,0,0,31,0,34,-515,-521,-460,2016/8/6|23:18:23.558
0,0,0,30,0,34,-518,-521,-457,2016/8/6|23:18:23.563
0,0,0,30,0,33,-506,-417,-452,2016/8/6|23:18:23.576
0,0,0,29,0,33,-495,-417,-447,2016/8/6|23:18:23.602
0,0,0,28,0,32,-497,-625,-445,2016/8/6|23:18:23.620
0,0,0,27,0,31,-503,-625,-446,2016/8/6|23:18:23.620
0,0,0,25,0,30,-506,-417,-443,2016/8/6|23:18:23.634
0,0,0,24,0,29,-501,-417,-440,2016/8/6|23:18:23.659
0,0,0,21,0,27,-485,-312,-435,2016/8/6|23:18:23.676
0,0,0,20,0,26,-471,-312,-430,2016/8/6|23:18:23.697
0,0,0,17,0,23,-467,-312,-426,2016/8/6|23:18:23.708
0,0,0,15,0,22,-461,-312,-421,2016/8/6|23:18:23.724
0,0,0,12,0,20,-452,-312,-418,2016/8/6|23:18:23.751
0,0,0,11,0,19,-444,-312,-414,2016/8/6|23:18:23.752
0,0,0,8,0,14,-434,-104,-408,2016/8/6|23:18:23.773
0,0,0,6,0,11,-421,-104,-400,2016/8/6|23:18:23.789
0,0,0,0,0,7,-416,-417,-398,2016/8/6|23:18:23.798
0,0,0,0,0,5,-415,-417,-398,2016/8/6|23:18:23.828
0,0,0,0,0,2,-404,-209,-396,2016/8/6|23:18:23.832
0,0,0,0,0,2,-392,-209,-393,2016/8/6|23:18:23.838
0,0,0,-7,0,1,-386,-312,-391,2016/8/6|23:18:23.862
0,0,0,-9,0,0,-379,-312,-391,2016/8/6|23:18:23.871
0,0,0,-12,0,-4,-363,-209,-389,2016/8/6|23:18:23.875
0,0,0,-14,0,-5,-346,-209,-387,2016/8/6|23:18:23.892
0,0,0,-17,0,-6,-342,-521,-389,2016/8/6|23:18:23.914
0,0,0,-18,0,-7,-343,-521,-395,2016/8/6|23:18:23.923
0,0,0,-20,0,-9,-345,-417,-399,2016/8/6|23:18:23.935
0,0,0,-22,0,-10,-342,-417,-402,2016/8/6|23:18:23.951
0,0,0,-24,0,-12,-324,-104,-401,2016/8/6|23:18:23.980
0,0,0,-25,0,-13,-305,-104,-398,2016/8/6|23:18:23.982
0,0,0,-27,0,-15,-306,-625,-402,2016/8/6|23:18:23.994
0,0,0,-27,0,-16,-316,-625,-411,2016/8/6|23:18:24.19
0,0,0,-29,0,-17,-327,-521,-418,2016/8/6|23:18:24.33
0,0,0,-29,0,-18,-336,-521,-424,2016/8/6|23:18:24.42
0,0,0,-30,0,-20,-348,-625,-432,2016/8/6|23:18:24.63
0,0,0,-31,0,-21,-361,-625,-441,2016/8/6|23:18:24.93
0,0,0,-32,0,-23,-372,-521,-449,2016/8/6|23:18:24.93
0,0,0,-32,0,-24,-384,-521,-455,2016/8/6|23:18:24.112
0,0,0,-33,0,-26,-398,-417,-460,2016/8/6|23:18:24.118
0,0,0,-33,0,-27,-407,-417,-464,2016/8/6|23:18:24.129
0,0,0,-33,0,-29,-404,-312,-467,2016/8/6|23:18:24.149
0,0,0,-34,0,-29,-403,-312,-469,2016/8/6|23:18:24.174
0,0,0,-34,0,-31,-410,-417,-472,2016/8/6|23:18:24.200
0,0,0,-34,0,-31,-418,-417,-476,2016/8/6|23:18:24.201
0,0,0,-35,0,-32,-428,-625,-483,2016/8/6|23:18:24.221
0,0,0,-35,0,-32,-443,-625,-492,2016/8/6|23:18:24.236
0,0,0,-35,0,-33,-458,-521,-498,2016/8/6|23:18:24.259
0,0,0,-35,0,-33,-467,-521,-504,2016/8/6|23:18:24.277
0,0,0,-35,0,-34,-464,-417,-509,2016/8/6|23:18:24.287
0,0,0,-35,0,-34,-461,-417,-512,2016/8/6|23:18:24.292
0,0,0,-35,0,-35,-461,-417,-516,2016/8/6|23:18:24.320
0,0,0,-35,0,-35,-465,-417,-519,2016/8/6|23:18:24.320
0,0,0,-34,0,-35,-488,-730,-526,2016/8/6|23:18:24.335
0,0,0,-34,0,-35,-507,-730,-536,2016/8/6|23:18:24.342
0,0,0,-34,0,-35,-506,-521,-543,2016/8/6|23:18:24.362
0,0,0,-34,0,-35,-503,-521,-548,2016/8/6|23:18:24.403
0,0,0,-34,0,-35,-506,-625,-554,2016/8/6|23:18:24.403
0,0,0,-34,0,-35,-509,-625,-561,2016/8/6|23:18:24.404
0,0,0,-34,0,-36,-506,-521,-567,2016/8/6|23:18:24.421
0,0,0,-34,0,-36,-503,-521,-571,2016/8/6|23:18:24.433
0,0,0,-34,0,-36,-512,-834,-580,2016/8/6|23:18:24.462
0,0,0,-34,0,-36,-527,-834,-591,2016/8/6|23:18:24.481
0,0,0,-34,0,-36,-535,-521,-598,2016/8/6|23:18:24.481
0,0,0,-34,0,-36,-541,-521,-602,2016/8/6|23:18:24.493
0,0,0,-34,0,-37,-565,-1042,-614,2016/8/6|23:18:24.520
0,0,0,-34,0,-37,-595,-1042,-629,2016/8/6|23:18:24.520
0,0,0,-34,0,-38,-610,-625,-639,2016/8/6|23:18:24.535
0,0,0,-34,0,-38,-616,-625,-645,2016/8/6|23:18:24.551
0,0,0,-34,0,-39,-616,-625,-651,2016/8/6|23:18:24.562
0,0,0,-34,0,-40,-617,-625,-657,2016/8/6|23:18:24.579
0,0,0,-34,0,-41,-622,-625,-663,2016/8/6|23:18:24.595
0,0,0,-34,0,-41,-628,-625,-668,2016/8/6|23:18:24.619
0,0,0,-35,0,-41,-634,-521,-673,2016/8/6|23:18:24.636
0,0,0,-35,0,-42,-638,-521,-676,2016/8/6|23:18:24.648
0,0,0,-35,0,-42,-646,-625,-680,2016/8/6|23:18:24.678
0,0,0,-35,0,-42,-650,-625,-685,2016/8/6|23:18:24.696
0,0,0,-35,0,-42,-645,-625,-690,2016/8/6|23:18:24.698
0,0,0,-35,0,-42,-644,-625,-695,2016/8/6|23:18:24.713
0,0,0,-35,0,-42,-645,-521,-698,2016/8/6|23:18:24.736
0,0,0,-35,0,-42,-644,-521,-700,2016/8/6|23:18:24.747
0,0,0,-35,0,-42,-645,-730,-705,2016/8/6|23:18:24.758
0,0,0,-35,0,-41,-651,-730,-712,2016/8/6|23:18:24.773
0,0,0,-35,0,-41,-666,-938,-721,2016/8/6|23:18:24.788
0,0,0,-35,0,-41,-680,-938,-732,2016/8/6|23:18:24.796
0,0,0,-35,0,-40,-675,-625,-738,2016/8/6|23:18:24.824
0,0,0,-34,0,-40,-671,-625,-741,2016/8/6|23:18:24.824
0,0,0,-34,0,-40,-675,-625,-745,2016/8/6|23:18:24.840
0,0,0,-34,0,-40,-672,-625,-748,2016/8/6|23:18:24.856
0,0,0,-34,0,-40,-660,-834,-754,2016/8/6|23:18:24.880
0,0,0,-34,0,-40,-657,-834,-761,2016/8/6|23:18:24.881
0,0,0,-34,0,-39,-666,-834,-768,2016/8/6|23:18:24.899
0,0,0,-33,0,-39,-675,-834,-775,2016/8/6|23:18:24.914
0,0,0,-33,0,-38,-687,-938,-784,2016/8/6|23:18:24.939
0,0,0,-33,0,-38,-701,-938,-793,2016/8/6|23:18:24.955
0,0,0,-32,0,-38,-711,-834,-800,2016/8/6|23:18:24.955
0,0,0,-32,0,-38,-722,-834,-806,2016/8/6|23:18:24.976
0,0,0,-31,0,-37,-735,-834,-812,2016/8/6|23:18:24.987
0,0,0,-30,0,-37,-747,-834,-818,2016/8/6|23:18:25.2
0,0,0,-30,0,-37,-750,-625,-820,2016/8/6|23:18:25.12
0,0,0,-29,0,-36,-750,-625,-821,2016/8/6|23:18:25.35
0,0,0,-29,0,-36,-753,-730,-822,2016/8/6|23:18:25.49
0,0,0,-28,0,-35,-759,-730,-825,2016/8/6|23:18:25.58
0,0,0,-28,0,-34,-774,-938,-830,2016/8/6|23:18:25.76
0,0,0,-27,0,-33,-789,-938,-837,2016/8/6|23:18:25.97
0,0,0,-27,0,-32,-792,-730,-840,2016/8/6|23:18:25.110
0,0,0,-26,0,-32,-789,-730,-842,2016/8/6|23:18:25.134
0,0,0,-26,0,-31,-789,-1042,-848,2016/8/6|23:18:25.159
0,0,0,-26,0,-30,-798,-1042,-856,2016/8/6|23:18:25.159
0,0,0,-25,0,-29,-815,-1042,-865,2016/8/6|23:18:25.180
0,0,0,-25,0,-29,-833,-1042,-873,2016/8/6|23:18:25.195
0,0,0,-24,0,-29,-851,-1042,-880,2016/8/6|23:18:25.205
0,0,0,-24,0,-28,-866,-1042,-888,2016/8/6|23:18:25.244
0,0,0,-23,0,-28,-875,-1042,-896,2016/8/6|23:18:25.244
0,0,0,-23,0,-28,-884,-1042,-903,2016/8/6|23:18:25.262
0,0,0,-22,0,-28,-884,-730,-906,2016/8/6|23:18:25.270
0,0,0,-22,0,-28,-878,-730,-905,2016/8/6|23:18:25.276
0,0,0,-21,0,-27,-875,-938,-908,2016/8/6|23:18:25.301
0,0,0,-20,0,-27,-876,-938,-912,2016/8/6|23:18:25.319
0,0,0,-19,0,-26,-875,-730,-913,2016/8/6|23:18:25.323
0,0,0,-19,0,-25,-871,-730,-912,2016/8/6|23:18:25.330
0,0,0,-17,0,-24,-866,-730,-910,2016/8/6|23:18:25.361
0,0,0,-17,0,-24,-865,-730,-909,2016/8/6|23:18:25.363
0,0,0,-15,0,-22,-875,-938,-910,2016/8/6|23:18:25.380
0,0,0,-14,0,-21,-887,-938,-912,2016/8/6|23:18:25.395
0,0,0,-13,0,-19,-899,-1042,-915,2016/8/6|23:18:25.404
0,0,0,-11,0,-17,-909,-1042,-919,2016/8/6|23:18:25.421
0,0,0,-9,0,-13,-914,-1042,-923,2016/8/6|23:18:25.451
0,0,0,-8,0,-11,-921,-1042,-926,2016/8/6|23:18:25.452
0,0,0,-5,0,-7,-932,-938,-927,2016/8/6|23:18:25.468
0,0,0,0,0,-5,-936,-938,-928,2016/8/6|23:18:25.479
0,0,0,0,0,-2,-926,-730,-924,2016/8/6|23:18:25.497
0,0,0,0,0,-2,-912,-730,-918,2016/8/6|23:18:25.510
0,0,0,5,0,1,-902,-834,-914,2016/8/6|23:18:25.527
0,0,0,7,0,2,-893,-834,-910,2016/8/6|23:18:25.541
0,0,0,11,0,5,-890,-1042,-908,2016/8/6|23:18:25.559
0,0,0,13,0,6,-890,-1042,-907,2016/8/6|23:18:25.570
0,0,0,17,0,10,-881,-730,-902,2016/8/6|23:18:25.585
0,0,0,19,0,12,-872,-730,-893,2016/8/6|23:18:25.619
0,0,0,23,0,16,-875,-834,-886,2016/8/6|23:18:25.630
0,0,0,25,0,18,-877,-834,-879,2016/8/6|23:18:25.642
0,0,0,29,0,22,-875,-938,-874,2016/8/6|23:18:25.658
0,0,0,30,0,24,-878,-938,-869,2016/8/6|23:18:25.674
0,0,0,33,0,28,-893,-1147,-867,2016/8/6|23:18:25.695
0,0,0,34,0,30,-911,-1147,-866,2016/8/6|23:18:25.712
0,0,0,36,0,33,-914,-625,-858,2016/8/6|23:18:25.720
0,0,0,37,0,35,-906,-625,-846,2016/8/6|23:18:25.732
0,0,0,39,0,37,-908,-1147,-841,2016/8/6|23:18:25.751
0,0,0,40,0,39,-915,-1147,-841,2016/8/6|23:18:25.762
0,0,0,41,0,41,-914,-938,-837,2016/8/6|23:18:25.764
0,0,0,41,0,42,-909,-938,-832,2016/8/6|23:18:25.784
0,0,0,42,0,43,-902,-834,-826,2016/8/6|23:18:25.810
0,0,0,42,0,44,-894,-834,-819,2016/8/6|23:18:25.821
0,0,0,42,0,45,-887,-730,-810,2016/8/6|23:18:25.826
0,0,0,42,0,45,-881,-730,-801,2016/8/6|23:18:25.844
0,0,0,42,0,46,-881,-730,-792,2016/8/6|23:18:25.862
0,0,0,42,0,46,-880,-730,-784,2016/8/6|23:18:25.873
0,0,0,42,0,47,-881,-938,-778,2016/8/6|23:18:25.886
0,0,0,42,0,47,-883,-938,-774,2016/8/6|23:18:25.911
0,0,0,42,0,48,-881,-1042,-772,2016/8/6|23:18:25.924
0,0,0,42,0,48,-886,-1042,-771,2016/8/6|23:18:25.933
0,0,0,42,0,48,-887,-625,-764,2016/8/6|23:18:25.945
0,0,0,42,0,48,-881,-625,-754,2016/8/6|23:18:25.969
0,0,0,42,0,48,-872,-625,-743,2016/8/6|23:18:25.983
0,0,0,43,0,48,-862,-625,-733,2016/8/6|23:18:25.993
0,0,0,43,0,48,-848,-625,-723,2016/8/6|23:18:26.2
0,0,0,43,0,48,-832,-625,-713,2016/8/6|23:18:26.36
0,0,0,44,0,49,-815,-834,-706,2016/8/6|23:18:26.36
0,0,0,44,0,50,-809,-834,-701,2016/8/6|23:18:26.53
0,0,0,45,0,51,-821,-938,-697,2016/8/6|23:18:26.80
0,0,0,45,0,51,-827,-938,-695,2016/8/6|23:18:26.90
0,0,0,45,0,52,-809,-625,-687,2016/8/6|23:18:26.110
0,0,0,46,0,52,-790,-625,-678,2016/8/6|23:18:26.126
0,0,0,46,0,52,-777,-625,-669,2016/8/6|23:18:26.137
0,0,0,46,0,52,-765,-625,-659,2016/8/6|23:18:26.152
0,0,0,46,0,53,-762,-834,-653,2016/8/6|23:18:26.179
0,0,0,46,0,53,-763,-834,-649,2016/8/6|23:18:26.186
0,0,0,46,0,54,-762,-625,-642,2016/8/6|23:18:26.194
0,0,0,46,0,54,-757,-625,-633,2016/8/6|23:18:26.212
0,0,0,46,0,54,-753,-625,-625,2016/8/6|23:18:26.229
0,0,0,46,0,54,-745,-625,-617,2016/8/6|23:18:26.240
0,0,0,46,0,54,-729,-521,-608,2016/8/6|23:18:26.254
0,0,0,46,0,54,-710,-521,-598,2016/8/6|23:18:26.262
0,0,0,46,0,54,-687,-521,-588,2016/8/6|23:18:26.276
0,0,0,46,0,54,-671,-521,-578,2016/8/6|23:18:26.319
0,0,0,46,0,54,-660,-312,-565,2016/8/6|23:18:26.320
0,0,0,45,0,54,-647,-312,-551,2016/8/6|23:18:26.336
0,0,0,45,0,54,-642,-625,-542,2016/8/6|23:18:26.340
0,0,0,45,0,54,-642,-625,-536,2016/8/6|23:18:26.358
0,0,0,44,0,55,-645,-730,-531,2016/8/6|23:18:26.379
0,0,0,44,0,55,-647,-730,-528,2016/8/6|23:18:26.381
0,0,0,43,0,54,-643,-730,-524,2016/8/6|23:18:26.406
0,0,0,43,0,54,-637,-730,-522,2016/8/6|23:18:26.409
0,0,0,42,0,53,-616,-312,-513,2016/8/6|23:18:26.440
0,0,0,41,0,53,-593,-312,-501,2016/8/6|23:18:26.440
0,0,0,41,0,52,-583,-417,-491,2016/8/6|23:18:26.452
0,0,0,40,0,51,-574,-417,-482,2016/8/6|23:18:26.473
0,0,0,39,0,50,-571,-625,-477,2016/8/6|23:18:26.482
0,0,0,39,0,50,-568,-625,-473,2016/8/6|23:18:26.504
0,0,0,38,0,49,-550,-312,-465,2016/8/6|23:18:26.538
0,0,0,37,0,49,-531,-312,-455,2016/8/6|23:18:26.538
0,0,0,37,0,48,-523,-521,-448,2016/8/6|23:18:26.557
0,0,0,36,0,47,-519,-521,-443,2016/8/6|23:18:26.594
0,0,0,36,0,47,-514,-521,-439,2016/8/6|23:18:26.595
0,0,0,36,0,46,-511,-521,-434,2016/8/6|23:18:26.611
0,0,0,35,0,45,-509,-417,-428,2016/8/6|23:18:26.615
0,0,0,35,0,45,-504,-417,-421,2016/8/6|23:18:26.635
0,0,0,35,0,44,-506,-625,-418,2016/8/6|23:18:26.659
0,0,0,35,0,44,-513,-625,-417,2016/8/6|23:18:26.675
0,0,0,35,0,43,-523,-521,-414,2016/8/6|23:18:26.679
0,0,0,34,0,43,-528,-521,-410,2016/8/6|23:18:26.688
0,0,0,34,0,42,-523,-521,-407,2016/8/6|23:18:26.714
0,0,0,33,0,41,-518,-521,-405,2016/8/6|23:18:26.722
0,0,0,33,0,40,-506,-417,-401,2016/8/6|23:18:26.749
0,0,0,32,0,39,-492,-417,-396,2016/8/6|23:18:26.750
0,0,0,30,0,38,-476,-312,-391,2016/8/6|23:18:26.763
0,0,0,29,0,37,-464,-312,-385,2016/8/6|23:18:26.771
0,0,0,27,0,35,-467,-417,-381,2016/8/6|23:18:26.789
0,0,0,25,0,34,-470,-417,-378,2016/8/6|23:18:26.806
0,0,0,22,0,32,-479,-730,-381,2016/8/6|23:18:26.818
0,0,0,20,0,30,-489,-730,-386,2016/8/6|23:18:26.833
0,0,0,17,0,27,-479,-209,-385,2016/8/6|23:18:26.850
0,0,0,14,0,25,-465,-209,-380,2016/8/6|23:18:26.866
0,0,0,10,0,17,-464,-312,-377,2016/8/6|23:18:26.877
0,0,0,7,0,12,-461,-312,-376,2016/8/6|23:18:26.896
0,0,0,0,0,6,-449,-209,-374,2016/8/6|23:18:26.918
0,0,0,0,0,4,-436,-209,-371,2016/8/6|23:18:26.923
0,0,0,-5,0,0,-422,-209,-369,2016/8/6|23:18:26.935
0,0,0,-7,0,-3,-410,-209,-368,2016/8/6|23:18:26.951
0,0,0,-12,0,-5,-407,-417,-370,2016/8/6|23:18:26.964
0,0,0,-14,0,-6,-405,-417,-374,2016/8/6|23:18:26.991
0,0,0,-18,0,-9,-390,-209,-375,2016/8/6|23:18:26.997
0,0,0,-20,0,-10,-373,-209,-375,2016/8/6|23:18:27.11
0,0,0,-23,0,-14,-360,-209,-375,2016/8/6|23:18:27.28
0,0,0,-25,0,-15,-347,-209,-376,2016/8/6|23:18:27.49
0,0,0,-28,0,-18,-336,-312,-378,2016/8/6|23:18:27.90
0,0,0,-29,0,-19,-329,-312,-381,2016/8/6|23:18:27.90
0,0,0,-31,0,-21,-330,-521,-387,2016/8/6|23:18:27.105
0,0,0,-32,0,-22,-336,-521,-395,2016/8/6|23:18:27.113
0,0,0,-33,0,-24,-348,-625,-404,2016/8/6|23:18:27.138
0,0,0,-33,0,-25,-360,-625,-414,2016/8/6|23:18:27.155
0,0,0,-34,0,-27,-372,-730,-426,2016/8/6|23:18:27.159
0,0,0,-34,0,-28,-381,-730,-439,2016/8/6|23:18:27.174
0,0,0,-35,0,-30,-372,-417,-446,2016/8/6|23:18:27.190
0,0,0,-35,0,-32,-366,-417,-452,2016/8/6|23:18:27.196
0,0,0,-35,0,-33,-378,-521,-459,2016/8/6|23:18:27.211
0,0,0,-35,0,-34,-390,-521,-466,2016/8/6|23:18:27.231
0,0,0,-35,0,-36,-402,-625,-475,2016/8/6|23:18:27.246
0,0,0,-35,0,-36,-416,-625,-485,2016/8/6|23:18:27.252
0,0,0,-35,0,-37,-431,-521,-492,2016/8/6|23:18:27.270
0,0,0,-34,0,-38,-445,-521,-499,2016/8/6|23:18:27.295
0,0,0,-34,0,-39,-458,-521,-506,2016/8/6|23:18:27.309
0,0,0,-34,0,-39,-468,-521,-512,2016/8/6|23:18:27.312
0,0,0,-34,0,-40,-467,-312,-516,2016/8/6|23:18:27.324
0,0,0,-33,0,-40,-465,-312,-517,2016/8/6|23:18:27.341
0,0,0,-33,0,-40,-479,-625,-523,2016/8/6|23:18:27.365
0,0,0,-33,0,-40,-497,-625,-531,2016/8/6|23:18:27.379
0,0,0,-33,0,-40,-514,-625,-539,2016/8/6|23:18:27.393
0,0,0,-33,0,-39,-531,-625,-547,2016/8/6|23:18:27.402
0,0,0,-33,0,-40,-538,-417,-552,2016/8/6|23:18:27.416
0,0,0,-33,0,-40,-540,-417,-555,2016/8/6|23:18:27.428
0,0,0,-33,0,-40,-541,-625,-561,2016/8/6|23:18:27.450
0,0,0,-33,0,-40,-544,-625,-568,2016/8/6|23:18:27.463
0,0,0,-33,0,-39,-541,-521,-574,2016/8/6|23:18:27.476
0,0,0,-33,0,-39,-535,-521,-578,2016/8/6|23:18:27.487
0,0,0,-33,0,-40,-523,-417,-582,2016/8/6|23:18:27.528
0,0,0,-33,0,-40,-514,-417,-584,2016/8/6|23:18:27.529
0,0,0,-33,0,-40,-520,-625,-589,2016/8/6|23:18:27.554
0,0,0,-33,0,-39,-528,-625,-596,2016/8/6|23:18:27.575
0,0,0,-34,0,-39,-532,-625,-602,2016/8/6|23:18:27.588
0,0,0,-34,0,-39,-535,-625,-608,2016/8/6|23:18:27.590
0,0,0,-34,0,-39,-538,-730,-616,2016/8/6|23:18:27.610
0,0,0,-34,0,-39,-544,-730,-624,2016/8/6|23:18:27.626
0,0,0,-34,0,-39,-553,-730,-633,2016/8/6|23:18:27.639
0,0,0,-34,0,-39,-562,-730,-641,2016/8/6|23:18:27.654
0,0,0,-34,0,-39,-559,-312,-643,2016/8/6|23:18:27.682
0,0,0,-34,0,-39,-553,-312,-641,2016/8/6|23:18:27.683
0,0,0,-34,0,-39,-562,-625,-644,2016/8/6|23:18:27.703
0,0,0,-34,0,-39,-571,-625,-649,2016/8/6|23:18:27.703
0,0,0,-34,0,-39,-577,-834,-657,2016/8/6|23:18:27.719
0,0,0,-34,0,-38,-586,-834,-667,2016/8/6|23:18:27.747
0,0,0,-34,0,-38,-592,-730,-675,2016/8/6|23:18:27.749
0,0,0,-34,0,-38,-599,-730,-683,2016/8/6|23:18:27.763
0,0,0,-34,0,-39,-616,-834,-691,2016/8/6|23:18:27.781
0,0,0,-34,0,-39,-631,-834,-701,2016/8/6|23:18:27.799
0,0,0,-34,0,-40,-640,-834,-710,2016/8/6|23:18:27.805
0,0,0,-34,0,-40,-650,-834,-719,2016/8/6|23:18:27.820
0,0,0,-35,0,-41,-658,-625,-726,2016/8/6|23:18:27.836
0,0,0,-35,0,-41,-664,-625,-730,2016/8/6|23:18:27.850
0,0,0,-35,0,-42,-669,-521,-733,2016/8/6|23:18:27.879
0,0,0,-35,0,-42,-671,-521,-735,2016/8/6|23:18:27.891
0,0,0,-35,0,-42,-678,-938,-743,2016/8/6|23:18:27.892
0,0,0,-35,0,-43,-692,-938,-753,2016/8/6|23:18:27.908
0,0,0,-35,0,-43,-702,-834,-763,2016/8/6|23:18:27.930
0,0,0,-35,0,-43,-710,-834,-771,2016/8/6|23:18:27.945
0,0,0,-35,0,-44,-714,-834,-779,2016/8/6|23:18:27.953
0,0,0,-35,0,-44,-719,-834,-788,2016/8/6|23:18:27.980
0,0,0,-36,0,-44,-720,-730,-794,2016/8/6|23:18:27.983
0,0,0,-36,0,-45,-726,-730,-800,2016/8/6|23:18:28.9
0,0,0,-36,0,-45,-738,-521,-802,2016/8/6|23:18:28.31
0,0,0,-35,0,-45,-743,-521,-802,2016/8/6|23:18:28.40
0,0,0,-35,0,-45,-750,-938,-808,2016/8/6|23:18:28.63
0,0,0,-35,0,-45,-760,-938,-817,2016/8/6|23:18:28.72
0,0,0,-34,0,-44,-762,-834,-825,2016/8/6|23:18:28.99
0,0,0,-34,0,-44,-763,-834,-831,2016/8/6|23:18:28.118
0,0,0,-33,0,-43,-768,-834,-837,2016/8/6|23:18:28.122
0,0,0,-33,0,-43,-771,-834,-843,2016/8/6|23:18:28.136
0,0,0,-32,0,-42,-768,-730,-847,2016/8/6|23:18:28.160
0,0,0,-31,0,-42,-763,-730,-850,2016/8/6|23:18:28.161
0,0,0,-30,0,-41,-759,-730,-853,2016/8/6|23:18:28.178
0,0,0,-30,0,-40,-757,-730,-855,2016/8/6|23:18:28.183
0,0,0,-29,0,-39,-768,-938,-860,2016/8/6|23:18:28.197
0,0,0,-28,0,-38,-783,-938,-866,2016/8/6|23:18:28.223
0,0,0,-27,0,-36,-798,-834,-871,2016/8/6|23:18:28.240
0,0,0,-26,0,-36,-805,-834,-874,2016/8/6|23:18:28.244
0,0,0,-24,0,-34,-804,-938,-879,2016/8/6|23:18:28.256
0,0,0,-23,0,-33,-805,-938,-884,2016/8/6|23:18:28.272
0,0,0,-21,0,-31,-813,-1042,-890,2016/8/6|23:18:28.288
0,0,0,-20,0,-30,-822,-1042,-897,2016/8/6|23:18:28.308
0,0,0,-18,0,-29,-833,-1147,-905,2016/8/6|23:18:28.325
0,0,0,-17,0,-28,-848,-1147,-913,2016/8/6|23:18:28.333
0,0,0,-14,0,-26,-863,-1042,-919,2016/8/6|23:18:28.344
0,0,0,-12,0,-25,-880,-1042,-924,2016/8/6|23:18:28.376
0,0,0,-9,0,-23,-893,-730,-925,2016/8/6|23:18:28.377
0,0,0,-8,0,-22,-896,-730,-922,2016/8/6|23:18:28.397
0,0,0,0,0,-19,-896,-1042,-923,2016/8/6|23:18:28.407
0,0,0,0,0,-16,-902,-1042,-926,2016/8/6|23:18:28.420
0,0,0,0,0,-10,-908,-938,-927,2016/8/6|23:18:28.451
0,0,0,0,0,-7,-912,-938,-927,2016/8/6|23:18:28.451
0,0,0,6,0,-3,-917,-938,-927,2016/8/6|23:18:28.468
0,0,0,8,0,-2,-923,-938,-926,2016/8/6|23:18:28.495
0,0,0,11,0,1,-926,-730,-922,2016/8/6|23:18:28.521
0,0,0,13,0,3,-926,-730,-915,2016/8/6|23:18:28.522
0,0,0,17,0,5,-932,-938,-911,2016/8/6|23:18:28.539
0,0,0,19,0,7,-938,-938,-909,2016/8/6|23:18:28.554
0,0,0,22,0,10,-935,-834,-904,2016/8/6|23:18:28.571
0,0,0,24,0,11,-932,-834,-899,2016/8/6|23:18:28.584
0,0,0,27,0,14,-941,-1147,-897,2016/8/6|23:18:28.599
0,0,0,29,0,16,-953,-1147,-898,2016/8/6|23:18:28.620
0,0,0,32,0,19,-953,-834,-894,2016/8/6|23:18:28.637
0,0,0,33,0,21,-947,-834,-888,2016/8/6|23:18:28.638
0,0,0,36,0,24,-938,-834,-881,2016/8/6|23:18:28.650
0,0,0,37,0,25,-927,-834,-874,2016/8/6|23:18:28.664
0,0,0,40,0,28,-917,-938,-868,2016/8/6|23:18:28.683
0,0,0,41,0,30,-909,-938,-863,2016/8/6|23:18:28.701
0,0,0,43,0,33,-899,-730,-855,2016/8/6|23:18:28.710
0,0,0,43,0,34,-890,-730,-846,2016/8/6|23:18:28.725
0,0,0,45,0,36,-896,-938,-839,2016/8/6|23:18:28.736
0,0,0,45,0,38,-900,-938,-834,2016/8/6|23:18:28.755
0,0,0,46,0,40,-887,-625,-825,2016/8/6|23:18:28.782
0,0,0,46,0,41,-871,-625,-813,2016/8/6|23:18:28.799
0,0,0,46,0,42,-866,-938,-806,2016/8/6|23:18:28.799
0,0,0,46,0,43,-866,-938,-802,2016/8/6|23:18:28.812
0,0,0,46,0,44,-863,-834,-796,2016/8/6|23:18:28.844
0,0,0,46,0,45,-862,-834,-790,2016/8/6|23:18:28.844
0,0,0,45,0,45,-866,-834,-784,2016/8/6|23:18:28.859
0,0,0,45,0,45,-868,-834,-778,2016/8/6|23:18:28.874
0,0,0,45,0,45,-857,-625,-770,2016/8/6|23:18:28.885
0,0,0,45,0,46,-845,-625,-759,2016/8/6|23:18:28.904
0,0,0,45,0,46,-839,-730,-751,2016/8/6|23:18:28.918
0,0,0,45,0,46,-830,-730,-743,2016/8/6|23:18:28.933
0,0,0,45,0,46,-818,-938,-739,2016/8/6|23:18:28.956
